연,월,평균 기온(°C),최저 기온(°C),최고 기온(°C),10분 최다강수량(mm),1시간 최다강수(mm),강수 계속시간(hr),일강수량(mm),평균 상대습도(%),평균 증기압(hPa),일 최심적설(cm),평균 전운량(10분위),10cm 지중온도(°C),평균 풍속(m/s)
2018,12,-0.6064516129032258,-14.4,13.5,2.1259360730593606,4.985844748858447,183.14351755900978,231.37983870967741,45.75806451612903,3.1258064516129034,3.1537313432835816,3.770967741935484,1.7129032258064516,1.803225806451613
2019,1,-0.8967741935483872,-10.1,8.5,2.1259360730593606,4.985844748858447,163.64245826137017,223.57903225806453,45.58387096774193,2.7,3.1537313432835816,3.1225806451612903,-0.4032258064516129,1.8193548387096774
2019,2,0.9857142857142857,-10.2,14.5,2.1259360730593606,4.985844748858447,171.85987334484744,187.18467741935484,47.31071428571429,3.207142857142857,3.3,4.771428571428571,1.282142857142857,1.842857142857143
2019,3,7.093548387096774,-1.7,17.6,2.1259360730593606,4.985844748858447,167.2077547495682,207.38306451612902,51.303225806451614,5.109677419354839,3.1537313432835816,4.690322580645161,7.193548387096774,2.0870967741935487
2019,4,12.120000000000001,0.3,28.2,2.1259360730593606,4.985844748858447,181.60199194012665,193.48629032258066,50.943333333333335,7.17,3.1537313432835816,4.926666666666667,12.316666666666666,1.8766666666666665
2019,5,19.419354838709676,8.4,33.4,2.2,6.1,179.63457685664937,244.18064516129033,46.487096774193546,10.154838709677419,3.1537313432835816,3.761290322580645,20.164516129032258,2.0580645161290323
2019,6,22.503333333333334,14.1,32.8,4.7,12.1,160.08305123776626,211.58709677419355,60.60666666666667,16.056666666666665,3.1537313432835816,5.4399999999999995,23.903333333333332,1.7366666666666668
2019,7,25.87741935483871,19.3,36.1,11.9,26.3,204.1872884283247,297.5903225806452,69.09354838709677,22.635483870967743,3.1537313432835816,7.17741935483871,26.5258064516129,1.8290322580645162
2019,8,27.190322580645162,18.5,36.8,7.6,29.4,165.76305123776626,328.0870967741936,68.51612903225806,24.23548387096774,3.1537313432835816,5.632258064516129,27.76774193548387,1.5903225806451613
2019,9,22.64333333333333,13.6,30.5,6.0,18.4,196.42199194012665,285.98629032258066,65.27,17.836666666666666,3.1537313432835816,6.5600000000000005,23.779999999999998,2.183333333333333
2019,10,16.370967741935484,4.7,28.2,2.1259360730593606,5.6,187.8045768566494,261.8806451612903,62.16451612903226,11.654838709677419,3.1537313432835816,4.216129032258064,18.14516129032258,2.129032258064516
2019,11,7.58,-4.6,22.1,2.1259360730593606,4.985844748858447,181.6866954519286,267.98225806451615,55.9,6.1033333333333335,3.1537313432835816,4.11,9.776666666666667,2.1666666666666665
2019,12,1.4161290322580644,-10.9,12.9,2.1259360730593606,4.985844748858447,145.55728842832468,125.79032258064517,57.75483870967742,4.203225806451614,3.1537313432835816,4.416129032258064,3.274193548387097,2.1258064516129034
2020,1,1.6258064516129032,-6.5,11.9,2.1259360730593606,4.985844748858447,203.29563615428899,258.28145161290325,55.516129032258064,3.8774193548387097,3.1537313432835816,4.77741935483871,1.8258064516129033,2.0903225806451613
2020,2,2.5344827586206895,-11.8,15.6,2.1259360730593606,4.985844748858447,185.3162291306851,164.88951612903227,57.97586206896552,4.551724137931035,5.5,4.672413793103448,4.0519069950738915,2.3034482758620687
2020,3,7.735483870967743,-2.8,20.6,2.1259360730593606,4.985844748858447,172.715636154289,214.08145161290324,46.28387096774193,4.793548387096774,3.1537313432835816,3.383870967741936,8.32258064516129,2.5290322580645164
2020,4,11.123333333333333,1.9,23.8,3.0,4.985844748858447,174.97245826137018,240.47903225806454,49.97666666666667,6.5600000000000005,3.1537313432835816,3.0733333333333333,12.82,3.0
2020,5,18.006451612903227,9.2,30.0,11.5,19.8,178.4172884283247,215.59032258064516,67.29032258064517,13.506451612903225,3.1537313432835816,6.348387096774194,18.85483870967742,2.361290322580645
2020,6,23.886666666666667,14.8,35.4,4.7,15.9,178.15411053540586,268.5879032258065,67.39,19.373333333333335,3.1537313432835816,5.8966666666666665,24.75,2.316666666666667
2020,7,24.14516129032258,17.2,32.9,9.3,27.1,218.91046632124352,347.7927419354839,76.34516129032258,22.65806451612903,3.1537313432835816,7.5,24.783870967741933,2.3806451612903223
2020,8,26.519354838709678,21.5,34.5,14.9,32.5,296.4894070236039,761.6919354838709,85.12258064516129,29.216129032258067,3.1537313432835816,8.064516129032258,26.23888073732719,2.3129032258064517
2020,9,21.39333333333333,13.6,29.5,15.3,34.0,202.16305123776627,319.0870967741935,70.81333333333333,17.926666666666666,3.1537313432835816,5.843333333333334,22.62,2.466666666666667
2020,10,14.290322580645162,3.2,23.6,2.1259360730593606,4.985844748858447,164.48139896373056,232.17822580645162,60.41290322580645,9.96774193548387,3.1537313432835816,3.6677419354838707,15.96774193548387,2.1258064516129034
2020,11,8.026666666666667,-3.6,20.0,2.1259360730593606,4.985844748858447,163.93987334484743,283.48467741935485,63.663333333333334,7.37,3.1537313432835816,4.06,9.57,2.246666666666667
2020,12,-0.3516129032258065,-12.9,11.4,2.1259360730593606,4.985844748858447,157.1866954519286,193.78225806451613,57.76774193548387,3.732258064516129,3.2,3.264516129032258,1.3709677419354838,2.2419354838709675
2021,1,-2.370967741935484,-18.6,13.9,2.1259360730593606,4.985844748858447,162.44093264248704,173.68548387096774,57.45161290322581,3.4193548387096775,5.1,3.8870967741935485,-1.1419354838709677,2.4967741935483874
2021,2,2.732142857142857,-10.6,17.4,2.1259360730593606,4.985844748858447,141.1588140472078,179.08387096774194,55.43928571428571,4.442857142857143,4.3,3.975,1.5714285714285714,2.585714285714286
2021,3,9.016129032258064,-1.2,22.9,2.1259360730593606,4.985844748858447,196.1177547495682,291.48306451612905,62.84516129032258,6.993548387096775,3.1537313432835816,4.661290322580645,8.62258064516129,2.383870967741936
2021,4,14.196666666666665,3.1,28.2,2.9,11.5,172.45199194012665,270.28629032258067,54.21,8.423333333333334,3.1537313432835816,4.806666666666667,14.370000000000001,2.6266666666666665
2021,5,17.067741935483873,7.3,30.8,5.9,11.3,218.55728842832468,286.2903225806452,68.14838709677419,12.990322580645161,3.1537313432835816,5.638709677419355,18.080645161290324,2.403225806451613
2021,6,22.816666666666666,13.3,31.6,11.7,37.7,160.12516983304548,224.98870967741937,72.49666666666667,19.779999999999998,3.1537313432835816,5.6033333333333335,23.48684342857143,2.1733333333333333
2021,7,28.11935483870968,19.6,36.5,26.6,65.7,159.89093264248703,323.0854838709678,70.90967741935484,26.364516129032257,3.1537313432835816,5.861290322580645,28.164516129032258,2.0258064516129033
2021,8,25.858064516129033,18.1,33.7,11.9,27.9,174.8983477259643,305.7911290322581,74.2258064516129,24.31935483870968,3.1537313432835816,6.951612903225806,26.967741935483872,2.103225806451613
2021,9,22.596666666666668,16.0,30.3,7.5,27.1,203.8977547495682,311.583064516129,70.88333333333334,19.046666666666667,3.1537313432835816,5.36,23.52,2.3466666666666667
2021,10,15.574193548387097,1.3,28.8,8.5,12.7,171.08305123776626,194.58709677419355,69.72258064516129,13.148387096774194,3.1537313432835816,4.735483870967743,17.57741935483871,2.148387096774193
2021,11,8.18,-3.7,21.3,2.1259360730593606,4.985844748858447,168.18987334484743,225.78467741935484,67.84666666666666,7.593333333333334,3.1537313432835816,4.1866666666666665,9.656666666666666,2.126666666666667
2021,12,0.5838709677419355,-15.5,13.3,2.1259360730593606,4.985844748858447,136.99093264248705,162.68548387096774,61.49032258064516,4.396774193548388,4.6,3.2129032258064516,2.738709677419355,2.332258064516129
2022,1,-2.196774193548387,-11.3,8.4,2.1259360730593606,4.985844748858447,153.36987334484743,168.88467741935486,55.21290322580645,2.967741935483871,3.5,3.096774193548387,-0.8161290322580645,2.2096774193548385
2022,2,-1.125,-10.7,11.5,2.1259360730593606,4.985844748858447,145.52881404720782,176.68387096774194,54.69642857142857,3.2607142857142857,5.0,3.1571428571428575,-0.5821428571428572,2.5892857142857144
2022,3,7.65483870967742,-3.0,19.5,2.1259360730593606,4.985844748858447,189.09881404720784,274.583870967742,61.93225806451613,6.670967741935484,3.1537313432835816,5.190322580645161,6.254838709677419,2.509677419354839
2022,4,14.753333333333332,3.5,28.7,2.1259360730593606,4.985844748858447,169.8666954519286,209.58225806451614,55.03,9.22,3.1537313432835816,4.133333333333334,14.613333333333333,2.65
2022,5,19.12258064516129,7.9,30.7,2.1259360730593606,4.985844748858447,149.4566954519286,196.68225806451613,55.335483870967735,12.035483870967743,3.1537313432835816,3.9000000000000004,20.43548387096774,2.616129032258064
2022,6,23.303333333333335,14.9,32.7,10.9,34.4,218.8951698330455,514.1887096774194,73.37666666666668,20.936666666666667,3.1537313432835816,6.913333333333333,23.736666666666668,2.54
2022,7,27.32903225806452,20.8,36.1,14.1,33.8,171.8772884283247,355.49032258064517,77.23225806451612,27.651612903225807,3.1537313432835816,6.893548387096774,27.583870967741937,2.109677419354839
2022,8,25.741935483870968,9.440940209949794,32.9,17.7,47.1,224.45364421416235,616.3951612903226,80.17096774193548,26.61935483870968,3.1537313432835816,7.283870967741936,26.76451612903226,2.293548387096774
2022,9,22.353333333333335,12.3,32.5,7.2,12.8,179.70881404720782,373.48387096774195,68.09,18.240000000000002,3.1537313432835816,5.133333333333334,22.89333333333333,2.3633333333333337
2022,10,14.564516129032258,4.4,27.6,7.4,14.7,208.9545768566494,330.48064516129034,68.88709677419355,11.596774193548388,3.1537313432835816,4.212903225806452,16.24516129032258,2.1516129032258067
2022,11,10.03,-8.1,22.1,2.1259360730593606,4.985844748858447,158.43775474956823,265.083064516129,64.39,8.216666666666667,3.1537313432835816,3.746666666666667,11.05,2.11
2022,12,-2.8161290322580643,-13.7,10.2,2.1259360730593606,4.985844748858447,161.84093264248705,168.38548387096776,58.91935483870968,3.096774193548387,4.5,3.4129032258064513,0.8290322580645161,2.296774193548387
2023,1,-1.5225806451612904,-17.3,12.5,2.1259360730593606,4.985844748858447,198.22305123776624,185.48709677419356,63.309677419354834,3.7935483870967746,4.5,3.6451612903225805,-0.732258064516129,2.396774193548387
2023,2,2.3000000000000003,-5.3,12.4,2.1259360730593606,4.985844748858447,159.48351755900978,207.38064516129032,58.9,4.2821428571428575,3.1537313432835816,3.457142857142857,0.34285714285714286,2.278571428571429
2023,3,9.780645161290321,-1.9,25.1,2.1259360730593606,4.985844748858447,172.81139896373057,242.67822580645162,51.24193548387097,6.216129032258065,3.1537313432835816,3.3548387096774195,8.325806451612904,2.3483870967741933
2023,4,13.8,3.1,28.4,2.4,9.0,201.82305123776626,234.48709677419356,59.93333333333333,9.056666666666667,3.1537313432835816,5.35,13.676666666666668,2.51
2023,5,19.52258064516129,7.9,31.2,3.7,9.3,211.94881404720783,327.5838709677419,62.49354838709677,13.98709677419355,3.1537313432835816,5.329032258064516,19.799999999999997,2.3483870967741933
2023,6,23.383333333333333,16.6,34.0,12.7,33.8,160.74728842832468,298.7903225806452,72.43333333333334,20.526666666666664,3.1537313432835816,5.696666666666667,24.19333333333333,2.1933333333333334
2023,7,26.706451612903226,21.6,34.9,18.1,35.0,220.5783477259643,554.4911290322581,81.0741935483871,27.990322580645163,3.1537313432835816,6.729032258064516,27.029032258064515,2.129032258064516
2023,8,27.187096774193545,20.8,35.8,21.5,29.0,232.9251698330455,418.48870967741937,76.35161290322581,27.1,3.1537313432835816,6.467741935483871,27.67096774193548,2.161290322580645
2023,9,23.663333333333334,15.2,32.8,8.1,28.0,214.75199194012666,280.68629032258065,73.48333333333333,21.220000000000002,3.1537313432835816,6.216666666666667,24.596666666666668,2.033333333333333
2023,10,15.793548387096775,5.4,24.6,4.1,11.7,164.6345768566494,237.38064516129032,66.47741935483872,11.825806451612904,3.1537313432835816,3.7161290322580647,16.893548387096775,1.8870967741935485
2023,11,6.796666666666667,-7.3,25.9,2.1259360730593606,4.985844748858447,169.01199194012665,245.28467741935484,64.52333333333334,7.483333333333333,3.1537313432835816,3.783333333333333,8.946666666666665,2.56
2023,12,1.1161290322580644,-14.7,16.8,2.1259360730593606,4.985844748858447,240.97199194012666,232.08629032258065,69.3483870967742,5.270967741935484,12.2,4.406451612903226,2.458064516129032,2.4208663594470043
2024,1,-0.4870967741935483,-14.0,10.6,2.1259360730593606,4.985844748858447,186.35987334484744,182.28467741935484,66.56129032258065,4.135483870967741,6.0,3.925806451612903,-0.16129032258064516,2.332258064516129
2024,2,3.820689655172414,-3.1,18.3,2.1259360730593606,4.985844748858447,238.15411053540586,203.68790322580645,72.94827586206897,5.955172413793103,13.8,5.958620689655173,2.237931034482759,2.5448275862068965
2024,3,6.970967741935484,-8.1,23.4,2.1259360730593606,4.985844748858447,177.81881404720784,201.88387096774193,57.193548387096776,5.793548387096774,3.1537313432835816,4.093548387096774,6.551612903225807,2.7054930875576035
2024,4,16.343333333333334,5.5,29.4,3.0,8.0,177.955636154289,230.98145161290324,56.24,10.183333333333334,3.1537313432835816,4.83,15.456666666666667,2.3766666666666665
2024,5,18.493548387096773,6.9,28.5,3.9,8.1,216.3766954519286,314.28225806451616,63.24193548387097,13.067741935483872,3.1537313432835816,4.209677419354839,19.94193548387097,2.435483870967742
2024,6,24.59333333333333,15.7,35.8,9.6,20.7,179.87775474956823,296.48306451612905,60.49666666666667,18.23,3.1537313432835816,4.206666666666667,25.613333333333333,2.2233333333333336
2024,7,26.596774193548388,21.3,33.3,24.2,63.3,202.79470351180194,600.2959677419354,80.99354838709678,27.961290322580645,3.1537313432835816,7.922580645161291,26.593548387096774,2.5258064516129033
2024,8,29.33225806451613,22.6,36.4,7.4,14.7,116.92728842832469,175.99032258064517,72.56774193548387,29.312903225806448,3.1537313432835816,4.925806451612903,29.02258064516129,2.074193548387097
2024,9,25.483333333333334,15.6,34.6,5.2,15.8,185.25305123776627,281.48709677419356,71.80333333333333,23.529999999999998,3.1537313432835816,5.22,25.67,2.296666666666667
2024,10,16.654838709677417,7.1,25.7,9.0,20.9,163.97093264248704,228.78548387096777,69.63870967741936,13.058064516129033,3.1537313432835816,4.680645161290323,17.55483870967742,2.032258064516129
2024,11,9.676666666666668,-3.4,25.1,2.1259360730593606,4.985844748858447,172.34093264248705,214.78548387096774,62.376666666666665,7.863333333333333,28.6,4.0,10.313333333333333,2.0
2024,12,0.8483870967741935,-7.7,13.0,2.1259360730593606,4.985844748858447,122.78199194012664,151.88629032258066,56.248387096774195,3.770967741935484,5.3,2.8741935483870966,0.9935483870967742,2.167741935483871
